DEPTH,GR
11.76 ,14.75 
2.24 ,7.88 
9.61 ,6.98 
4.46 ,7.51 
7.44 ,14.75 
3.66 ,15.88 
7.54 ,13.11 
19.80 ,15.12 
19.85 ,10.94 
16.72 ,7.35 
17.14 ,17.08 
15.07 ,7.09 
1.94 ,11.76 
6.30 ,17.98 
17.76 ,13.62 
9.50 ,13.94 
1.66 ,11.33 
3.78 ,15.64 
12.39 ,14.77 
9.15 ,19.29 
6.53 ,18.13 
13.65 ,15.02 
9.12 ,15.53 
3.71 ,14.44 
13.10 ,5.39 
17.89 ,15.02 
10.61 ,19.22 
13.61 ,8.44 
15.88 ,14.83 
1.91 ,9.89 
11.87 ,11.77 
5.32 ,16.82 
14.54 ,14.63 
4.07 ,2.85 
0.36 ,5.01 
19.50 ,12.47 
19.90 ,7.83 
8.68 ,9.46 
0.50 ,15.01 
4.69 ,0.20 
10.12 ,0.25 
5.59 ,0.56 
9.49 ,12.15 
18.39 ,15.34 
9.42 ,16.34 
10.65 ,12.68 
11.86 ,16.14 
18.85 ,7.56 
18.84 ,10.39 
5.78 ,13.99 
17.38 ,13.01 
16.48 ,4.09 
12.94 ,11.48 
9.08 ,16.60 
16.94 ,10.98 
1.31 ,1.08 
0.11 ,19.35 
6.17 ,2.23 
0.42 ,16.10 
10.98 ,11.93 
4.12 ,16.40 
2.57 ,5.13 
14.07 ,19.22 
17.40 ,1.69 
2.44 ,8.19 
10.92 ,17.88 
16.45 ,1.95 
4.88 ,17.69 
6.04 ,5.90 
18.87 ,14.35 
17.93 ,18.85 
12.66 ,3.32 
18.75 ,0.88 
3.04 ,1.60 
12.20 ,5.68 
6.20 ,0.44 
15.36 ,14.86 
15.86 ,7.01 
17.55 ,4.87 
7.99 ,11.92 
19.45 ,9.82 
3.96 ,13.78 
1.16 ,0.72 
5.80 ,9.79 
12.37 ,15.88 
19.09 ,1.28 
17.60 ,1.72 
13.36 ,12.99 
2.67 ,19.04 
7.10 ,0.92 
4.46 ,3.06 
17.17 ,14.82 
4.17 ,4.96 
17.71 ,2.96 
10.06 ,9.18 
3.78 ,7.85 
3.91 ,14.37 
3.47 ,19.97 
13.59 ,11.28 
9.63 ,2.02 
7.19 ,16.73 
12.30 ,15.28 
11.24 ,15.18 
18.52 ,11.86 
4.10 ,7.48 
13.78 ,6.69 
19.47 ,4.54 
0.37 ,7.21 
9.04 ,10.44 
13.16 ,1.62 
15.21 ,12.49 
12.39 ,10.90 
15.19 ,14.02 
3.50 ,7.83 
16.37 ,1.77 
1.22 ,1.57 
5.92 ,3.71 
7.33 ,13.51 
4.99 ,5.32 
19.56 ,12.32 
9.25 ,3.06 
14.33 ,2.78 
6.31 ,17.71 
8.09 ,12.17 
4.30 ,9.66 
12.72 ,12.56 
12.73 ,5.85 
19.82 ,8.50 
9.96 ,18.05 
6.67 ,10.16 
4.54 ,8.78 
1.33 ,12.13 
5.80 ,9.36 
7.49 ,12.23 
0.92 ,2.32 
5.66 ,15.61 
8.04 ,11.50 
13.60 ,7.01 
10.81 ,19.86 
13.72 ,13.40 
17.08 ,8.37 
6.33 ,2.36 
7.92 ,16.69 
0.37 ,16.59 
19.70 ,11.17 
13.47 ,17.86 
13.00 ,8.65 
14.36 ,14.32 
16.93 ,1.84 
2.61 ,1.08 
9.93 ,8.39 
3.87 ,5.86 
9.80 ,2.45 
17.84 ,14.35 
0.14 ,11.88 
7.20 ,6.72 
14.26 ,12.67 
4.99 ,15.87 
2.60 ,18.42 
5.65 ,12.63 
12.35 ,4.03 
6.52 ,13.72 
19.23 ,0.86 
3.29 ,8.54 
8.08 ,12.49 
15.14 ,12.23 
15.36 ,15.38 
0.60 ,12.47 
6.72 ,1.01 
10.03 ,6.71 
3.09 ,18.81 
13.01 ,8.44 
12.68 ,9.76 
5.67 ,18.54 
19.61 ,6.21 
18.85 ,7.30 
4.06 ,15.75 
6.33 ,9.63 
16.16 ,12.07 
12.46 ,18.73 
17.26 ,2.72 
4.76 ,16.54 
8.68 ,4.86 
19.62 ,17.50 
10.31 ,19.32 
2.25 ,16.93 
8.04 ,15.51 
2.54 ,17.61 
5.53 ,9.41 
2.35 ,13.01 
14.08 ,0.51 
13.74 ,18.84 
6.08 ,6.37 
9.20 ,6.08 
0.54 ,19.22 
18.01 ,19.63 
4.25 ,15.27 
4.81 ,11.92 
17.65 ,6.07 
3.97 ,13.82 
14.76 ,5.17 
17.58 ,10.96 
15.00 ,12.60 
9.54 ,19.21 
2.61 ,3.54 
4.04 ,19.25 
0.75 ,17.82 
14.35 ,9.64 
1.96 ,10.37 
15.26 ,11.60 
13.26 ,13.68 
19.59 ,1.47 
0.36 ,10.08 
15.40 ,14.51 
12.22 ,13.75 
4.75 ,4.81 
9.71 ,12.34 
12.17 ,10.32 
1.36 ,0.21 
4.84 ,4.93 
19.10 ,11.55 
13.23 ,0.29 
7.61 ,10.77 
7.53 ,1.79 
7.68 ,17.79 
5.77 ,15.21 
19.67 ,19.48 
17.25 ,18.46 
5.46 ,0.53 
12.80 ,12.45 
8.30 ,1.90 
10.99 ,16.43 
18.85 ,18.29 
12.97 ,7.34 
12.27 ,11.30 
18.19 ,13.80 
10.36 ,15.88 
3.01 ,4.33 
16.90 ,5.58 
3.21 ,2.26 
0.17 ,8.69 
8.41 ,7.45 
10.95 ,18.08 
2.93 ,3.58 
18.10 ,0.72 
9.82 ,14.66 
19.24 ,12.69 
17.73 ,14.99 
18.32 ,5.25 
3.01 ,14.02 
3.11 ,8.26 
12.73 ,3.97 
10.00 ,13.15 
17.56 ,10.53 
0.85 ,13.67 
17.78 ,18.80 
5.26 ,19.97 
2.28 ,18.99 
5.23 ,5.06 
18.38 ,13.96 
0.70 ,14.68 
0.45 ,18.71 
6.67 ,4.18 
3.47 ,15.91 
1.92 ,1.29 
12.83 ,17.72 
6.44 ,3.61 
14.46 ,7.94 
10.27 ,1.34 
0.84 ,13.96 
19.19 ,13.24 
19.56 ,1.42 
11.54 ,3.05 
17.90 ,5.40 
3.37 ,1.42 
11.22 ,7.26 
0.86 ,15.88 
5.11 ,4.56 
11.57 ,17.13 
12.06 ,12.17 
19.95 ,4.02 
7.33 ,5.00 
10.81 ,2.39 
7.61 ,2.55 
19.03 ,8.96 
6.97 ,11.59 
9.24 ,0.04 
1.20 ,1.05 
9.02 ,13.36 
7.68 ,6.11 
0.99 ,12.56 
11.42 ,5.13 
7.43 ,12.44 
3.38 ,18.59 
2.86 ,18.37 
10.23 ,15.84 
19.81 ,1.59 
19.57 ,16.48 
6.36 ,3.38 
12.00 ,17.37 
6.99 ,12.90 
0.24 ,18.37 
15.36 ,1.78 
18.01 ,17.98 
7.40 ,6.85 
10.74 ,13.77 
15.02 ,18.68 
5.26 ,4.79 
10.02 ,19.72 
0.45 ,11.85 
0.78 ,5.43 
5.89 ,15.00 
7.57 ,11.34 
7.15 ,1.56 
3.47 ,14.21 
17.98 ,14.44 
2.28 ,9.26 
10.01 ,8.57 
3.44 ,5.91 
13.95 ,10.08 
5.70 ,17.22 
0.44 ,16.36 
1.46 ,17.96 
16.44 ,14.63 
6.29 ,12.32 
10.23 ,19.75 
10.24 ,18.73 
19.96 ,5.66 
16.34 ,1.86 
18.63 ,10.09 
13.73 ,11.13 
15.32 ,14.13 
11.60 ,14.21 
13.46 ,11.41 
0.12 ,1.07 
3.16 ,5.65 
6.00 ,14.66 
17.61 ,4.78 
11.07 ,4.60 
9.06 ,0.29 
17.42 ,6.50 
16.81 ,17.57 
7.04 ,2.86 
8.64 ,19.37 
15.23 ,12.17 
11.17 ,13.08 
16.02 ,14.82 
1.20 ,6.31 
17.86 ,3.48 
15.19 ,10.88 
5.51 ,3.71 
1.27 ,16.75 
8.48 ,16.41 
9.55 ,3.02 
18.49 ,18.93 
0.86 ,6.44 
8.93 ,18.11 
17.90 ,4.84 
10.67 ,0.52 
18.69 ,2.62 
12.31 ,10.52 
5.62 ,2.23 
18.96 ,7.84 
16.38 ,3.52 
14.74 ,6.91 
14.21 ,3.06 
1.80 ,1.96 
6.78 ,0.94 
3.73 ,10.08 
0.71 ,12.64 
1.87 ,3.28 
19.85 ,9.55 
2.73 ,13.51 
10.18 ,11.47 
4.10 ,6.68 
12.40 ,14.61 
6.00 ,4.86 
13.87 ,18.26 
6.75 ,4.01 
1.70 ,17.41 
9.64 ,18.95 
2.88 ,5.10 
2.69 ,11.44 
11.94 ,14.83 
2.28 ,9.86 
6.82 ,2.06 
12.73 ,0.58 
1.22 ,1.41 
5.04 ,7.00 
13.59 ,11.58 
14.21 ,19.65 
18.89 ,2.23 
10.94 ,1.93 
13.50 ,5.63 
15.49 ,7.48 
7.64 ,13.29 
13.35 ,18.51 
14.97 ,15.56 
14.47 ,9.04 
8.58 ,7.66 
0.69 ,10.19 
3.83 ,17.84 
5.43 ,12.20 
18.59 ,10.64 
14.28 ,12.81 
14.83 ,1.76 
18.35 ,2.85 
14.61 ,14.03 
3.03 ,3.74 
2.43 ,13.29 
18.11 ,4.53 
7.06 ,14.71 
18.65 ,12.39 
3.97 ,19.91 
0.71 ,1.08 
16.28 ,14.61 
13.08 ,7.37 
1.94 ,18.59 
6.89 ,15.23 
19.08 ,15.84 
10.58 ,14.95 
4.62 ,6.07 
16.67 ,8.42 
8.18 ,16.21 
3.40 ,2.13 
6.47 ,9.57 
8.43 ,9.95 
14.12 ,8.48 
13.74 ,17.29 
3.57 ,0.26 
16.95 ,18.94 
8.95 ,3.16 
5.04 ,2.78 
16.30 ,3.21 
12.60 ,9.88 
14.64 ,15.46 
17.11 ,4.45 
17.31 ,2.99 
11.46 ,5.63 
3.87 ,6.00 
0.45 ,1.16 
17.39 ,11.83 
6.70 ,8.47 
0.72 ,1.92 
15.34 ,5.20 
0.13 ,10.17 
9.19 ,16.62 
2.23 ,18.13 
15.38 ,7.54 
5.52 ,18.20 
11.17 ,6.20 
17.13 ,11.90 
2.55 ,18.47 
18.01 ,9.64 
5.38 ,6.47 
5.93 ,10.84 
1.39 ,6.43 
15.70 ,18.04 
2.72 ,17.47 
16.24 ,11.90 
6.38 ,13.90 
6.47 ,7.16 
5.59 ,10.77 
4.97 ,2.07 
12.46 ,4.03 
4.40 ,12.50 
14.06 ,8.32 
12.81 ,13.43 
18.40 ,1.48 
0.25 ,2.71 
10.46 ,2.78 
16.96 ,10.94 
12.56 ,1.83 
1.61 ,0.74 
16.41 ,13.71 
11.15 ,1.73 
14.36 ,17.55 
11.84 ,0.02 
6.60 ,0.60 
3.11 ,6.50 
7.52 ,3.03 
14.75 ,5.22 
15.98 ,17.25 
16.27 ,16.92 
10.91 ,6.08 
10.19 ,3.35 
15.55 ,7.67 
15.37 ,11.12 
11.28 ,4.63 
3.10 ,15.14 
7.32 ,4.20 
16.59 ,14.99 
3.02 ,9.78 
15.57 ,10.98 
4.05 ,3.75 
13.81 ,11.92 
18.71 ,6.92 
9.52 ,11.31 
18.18 ,10.42 
16.29 ,9.50 
15.58 ,11.23 
0.24 ,3.08 
18.41 ,5.81 
1.87 ,5.21 
17.19 ,18.80 
4.69 ,11.79 
13.09 ,0.00 
13.59 ,16.02 
14.06 ,9.88 
19.72 ,1.86 
13.44 ,10.60 
11.79 ,13.64 
7.46 ,9.55 
15.41 ,7.47 
7.93 ,3.30 
12.11 ,12.79 
13.13 ,10.19 
7.23 ,14.95 
17.61 ,6.29 
18.82 ,17.81 
1.12 ,3.53 
8.02 ,3.83 
15.65 ,17.29 
12.23 ,9.01 
4.00 ,10.81 
15.54 ,16.59 
16.90 ,11.82 
14.35 ,9.29 
16.26 ,12.29 
12.45 ,12.54 
4.49 ,15.36 
0.46 ,11.33 
0.35 ,18.93 
11.67 ,10.87 
2.74 ,13.58 
9.23 ,2.55 
15.83 ,15.03 
1.94 ,14.22 
7.40 ,18.45 
6.39 ,10.30 
4.82 ,4.85 
15.81 ,0.82 
1.07 ,7.97 
5.74 ,17.54 
10.04 ,1.24 
18.12 ,13.90 
0.22 ,10.66 
14.78 ,9.88 
9.98 ,9.55 
5.18 ,4.98 
2.72 ,17.67 
19.11 ,11.51 
16.83 ,7.83 
7.12 ,18.96 
15.10 ,14.95 
14.01 ,7.17 
18.03 ,12.17 
2.31 ,6.07 
6.68 ,18.59 
10.81 ,2.80 
12.86 ,15.07 
8.17 ,7.12 
8.25 ,3.95 
8.98 ,1.38 
11.53 ,17.79 
15.00 ,19.39 
17.95 ,10.07 
0.76 ,6.12 
16.95 ,2.64 
1.56 ,8.24 
8.46 ,3.01 
18.69 ,2.77 
0.60 ,17.37 
6.44 ,18.44 
0.72 ,1.98 
14.38 ,15.81 
5.23 ,2.96 
6.26 ,17.23 
10.22 ,16.19 
3.71 ,9.71 
1.44 ,12.48 
0.71 ,4.64 
15.40 ,11.90 
3.52 ,14.91 
19.72 ,2.35 
6.07 ,1.75 
6.31 ,8.84 
19.65 ,15.70 
10.06 ,8.08 
5.11 ,14.32 
7.46 ,6.46 
4.11 ,9.04 
11.22 ,7.34 
19.63 ,7.29 
18.91 ,18.32 
0.12 ,16.93 
2.78 ,1.86 
10.94 ,2.02 
18.73 ,17.07 
9.59 ,15.86 
10.48 ,15.18 
13.07 ,13.33 
11.54 ,8.26 
16.82 ,18.37 
6.45 ,6.65 
16.74 ,1.37 
10.70 ,15.08 
18.24 ,13.63 
15.29 ,15.18 
18.63 ,14.47 
3.09 ,11.66 
14.98 ,12.53 
6.19 ,18.60 
10.21 ,2.76 
7.51 ,11.87 
10.65 ,3.65 
9.83 ,8.29 
0.42 ,8.42 
8.45 ,14.71 
17.61 ,5.01 
12.37 ,16.80 
0.15 ,4.80 
6.09 ,16.78 
7.77 ,7.10 
16.44 ,17.34 
7.59 ,3.16 
19.77 ,7.21 
15.38 ,15.77 
11.90 ,9.63 
6.69 ,14.87 
11.00 ,5.58 
6.13 ,6.41 
11.02 ,5.51 
19.99 ,1.85 
8.57 ,1.58 
4.12 ,18.15 
19.50 ,12.54 
17.93 ,14.31 
8.94 ,10.99 
0.32 ,12.17 
3.54 ,2.64 
9.73 ,1.39 
8.51 ,1.40 
13.39 ,13.69 
13.61 ,16.94 
12.46 ,8.16 
7.36 ,9.82 
11.95 ,3.00 
12.06 ,17.58 
9.52 ,5.04 
8.39 ,17.65 
14.54 ,18.86 
14.72 ,4.36 
17.84 ,17.98 
10.66 ,19.58 
7.87 ,1.29 
6.67 ,0.51 
18.61 ,16.66 
3.24 ,14.55 
19.86 ,0.84 
11.89 ,13.60 
17.42 ,8.02 
12.29 ,17.02 
14.07 ,18.47 
12.82 ,9.22 
2.04 ,2.41 
5.98 ,16.62 
11.86 ,18.24 
0.73 ,14.19 
3.86 ,12.41 
19.29 ,1.86 
17.07 ,15.82 
7.28 ,6.55 
10.55 ,2.56 
2.94 ,14.84 
10.68 ,5.97 
16.57 ,14.36 
0.20 ,18.12 
15.11 ,14.06 
2.54 ,14.08 
14.58 ,15.78 
10.06 ,18.28 
6.79 ,17.55 
15.45 ,17.47 
0.10 ,13.75 
1.53 ,7.40 
1.95 ,12.64 
16.35 ,11.49 
14.30 ,2.70 
4.46 ,16.41 
1.31 ,16.21 
10.15 ,1.95 
16.39 ,10.94 
8.66 ,17.40 
1.84 ,2.74 
18.46 ,0.13 
7.17 ,0.28 
18.15 ,15.74 
6.69 ,19.40 
4.99 ,13.09 
2.32 ,16.13 
8.26 ,4.78 
19.40 ,9.41 
9.74 ,10.46 
16.62 ,10.74 
1.52 ,18.96 
8.89 ,8.84 
4.55 ,1.46 
0.97 ,19.36 
0.46 ,3.61 
9.48 ,18.21 
15.68 ,3.71 
5.22 ,12.91 
18.58 ,8.81 
19.92 ,11.50 
11.52 ,2.82 
12.46 ,13.53 
5.83 ,10.08 
7.21 ,16.21 
8.31 ,17.97 
7.12 ,16.76 
5.00 ,16.86 
3.23 ,13.92 
17.59 ,17.16 
15.20 ,16.74 
7.35 ,13.35 
0.58 ,14.92 
4.98 ,4.08 
16.24 ,16.33 
10.07 ,18.16 
12.48 ,15.51 
11.17 ,19.61 
3.40 ,11.37 
15.81 ,6.01 
17.61 ,5.07 
10.22 ,3.89 
7.78 ,0.92 
1.86 ,5.70 
4.73 ,5.24 
18.66 ,17.65 
15.03 ,1.56 
9.51 ,7.20 
6.86 ,12.12 
17.21 ,3.92 
5.86 ,2.53 
4.51 ,8.70 
1.67 ,15.14 
5.59 ,11.32 
1.29 ,16.05 
0.71 ,7.95 
11.09 ,8.67 
8.70 ,7.29 
16.49 ,15.31 
0.60 ,15.84 
1.35 ,12.91 
17.68 ,8.94 
11.51 ,5.21 
0.80 ,4.59 
1.38 ,10.81 
5.71 ,5.43 
4.27 ,5.69 
11.50 ,14.88 
0.94 ,14.48 
14.61 ,7.22 
19.74 ,1.29 
12.15 ,1.49 
15.22 ,8.21 
5.18 ,0.23 
0.23 ,17.79 
14.54 ,10.17 
13.47 ,19.86 
2.19 ,2.14 
3.82 ,5.65 
4.11 ,2.39 
7.67 ,9.54 
4.99 ,6.24 
6.24 ,15.04 
16.66 ,7.72 
6.03 ,17.87 
15.48 ,3.90 
13.16 ,19.13 
4.05 ,6.41 
15.07 ,1.40 
19.94 ,7.48 
6.88 ,7.59 
13.77 ,1.39 
17.45 ,14.46 
6.39 ,17.70 
12.40 ,14.56 
2.65 ,4.67 
14.08 ,16.17 
1.87 ,2.43 
15.70 ,1.38 
6.35 ,9.92 
8.23 ,2.48 
10.68 ,6.39 
6.07 ,15.17 
19.50 ,19.50 
9.54 ,13.64 
18.07 ,3.84 
8.07 ,4.53 
7.13 ,11.83 
13.15 ,11.24 
14.76 ,5.72 
16.00 ,16.75 
12.88 ,17.55 
18.34 ,12.55 
3.54 ,8.93 
6.91 ,0.94 
12.84 ,10.23 
0.39 ,9.57 
4.42 ,14.18 
17.17 ,7.85 
11.60 ,19.87 
8.65 ,8.04 
0.54 ,16.88 
14.28 ,18.16 
9.15 ,10.07 
13.42 ,17.21 
15.47 ,2.86 
14.84 ,0.03 
11.91 ,11.03 
17.36 ,15.90 
7.21 ,10.21 
10.81 ,0.13 
5.50 ,1.06 
17.48 ,19.54 
14.65 ,2.20 
9.88 ,19.99 
3.88 ,14.36 
14.99 ,4.57 
7.34 ,18.65 
18.59 ,8.87 
17.12 ,10.08 
6.40 ,12.38 
9.76 ,0.78 
3.41 ,10.87 
4.14 ,14.88 
7.88 ,8.89 
12.29 ,16.99 
15.50 ,15.04 
6.82 ,11.85 
19.61 ,6.90 
14.67 ,6.26 
9.73 ,0.41 
5.02 ,0.88 
3.72 ,2.59 
7.20 ,18.00 
9.96 ,16.18 
0.08 ,8.81 
6.95 ,14.45 
8.97 ,5.53 
15.81 ,7.78 
8.97 ,0.02 
10.71 ,3.99 
10.30 ,0.73 
18.51 ,10.23 
3.18 ,10.16 
6.72 ,19.78 
8.36 ,10.39 
11.82 ,1.83 
8.67 ,5.21 
8.04 ,16.14 
5.03 ,2.83 
15.61 ,17.80 
4.11 ,7.03 
4.00 ,5.93 
5.84 ,3.66 
7.01 ,0.34 
1.68 ,4.82 
16.54 ,14.43 
8.58 ,0.11 
9.53 ,9.45 
2.73 ,7.53 
17.47 ,15.85 
3.37 ,14.01 
8.03 ,18.63 
3.51 ,5.19 
11.92 ,15.60 
16.46 ,8.31 
11.19 ,9.88 
9.21 ,7.90 
2.68 ,0.02 
5.88 ,17.09 
5.80 ,15.52 
16.69 ,17.85 
18.18 ,2.51 
3.14 ,2.24 
11.06 ,8.81 
19.91 ,13.65 
14.36 ,10.93 
19.20 ,6.87 
0.43 ,7.68 
15.06 ,10.89 
6.65 ,17.11 
7.84 ,3.34 
10.08 ,8.71 
16.78 ,19.50 
3.25 ,0.20 
6.86 ,9.46 
9.56 ,18.55 
9.67 ,10.82 
4.34 ,10.85 
16.74 ,14.29 
11.47 ,7.86 
13.25 ,11.23 
5.00 ,2.33 
10.91 ,2.66 
13.19 ,18.55 
9.69 ,9.47 
9.35 ,5.18 
12.23 ,13.39 
13.50 ,2.60 
4.33 ,11.88 
12.61 ,3.20 
14.85 ,8.34 
1.94 ,5.13 
9.43 ,4.99 
11.92 ,3.16 
14.81 ,15.21 
12.12 ,3.49 
2.28 ,18.42 
16.01 ,1.19 
15.34 ,5.06 
15.42 ,6.93 
6.64 ,1.06 
19.39 ,0.85 
12.81 ,4.96 
13.34 ,13.28 
1.58 ,0.71 
18.24 ,10.92 
11.59 ,8.53 
6.66 ,10.18 
7.83 ,0.26 
1.16 ,2.81 
15.09 ,7.50 
0.37 ,14.66 
9.17 ,10.57 
1.86 ,10.28 
11.12 ,8.34 
18.54 ,12.48 
7.01 ,3.49 
5.10 ,8.48 
6.03 ,11.58 
14.28 ,9.65 
5.49 ,4.42 
3.34 ,17.50 
2.24 ,1.10 
10.44 ,18.26 
11.15 ,15.89 
11.17 ,18.62 
11.81 ,5.60 
10.09 ,8.58 
9.15 ,7.03 
9.32 ,3.47 
12.89 ,5.48 
2.72 ,6.46 
7.21 ,3.08 
14.06 ,10.21 
16.25 ,12.20 
16.41 ,10.33 
17.22 ,18.78 
7.14 ,19.49 
17.93 ,1.95 
14.81 ,0.32 
8.40 ,8.82 
15.06 ,17.90 
19.67 ,10.28 
6.87 ,17.21 
2.21 ,3.23 
7.94 ,17.39 
9.55 ,12.18 
4.63 ,8.44 
18.72 ,2.77 
7.04 ,2.72 
15.83 ,17.92 
12.21 ,14.44 
11.43 ,3.01 
18.82 ,1.80 
0.01 ,4.14 
10.32 ,13.97 
9.71 ,14.84 
8.96 ,4.52 
0.57 ,12.22 
18.68 ,18.22 
1.25 ,17.52 
0.87 ,2.69 
8.71 ,11.71 
14.09 ,1.36 
6.21 ,9.69 
5.71 ,4.87 
11.42 ,0.54 
10.50 ,2.49 
4.89 ,10.45 
13.44 ,18.30 
8.82 ,11.71 
11.70 ,18.00 
8.87 ,13.93 
16.69 ,18.91 
6.12 ,6.88 
9.65 ,5.83 
15.57 ,4.41 
13.92 ,9.41 
11.86 ,7.60 
16.96 ,14.41 
3.90 ,4.73 
11.58 ,19.53 
16.66 ,11.47 
13.82 ,5.56 
10.76 ,8.67 
16.60 ,2.04 
2.12 ,10.20 
0.21 ,4.89 
6.71 ,0.59 
17.78 ,0.56 
11.76 ,3.56 
19.45 ,7.63 
4.59 ,1.13 
1.70 ,2.88 
16.88 ,14.84 
17.40 ,11.39 
17.22 ,18.49 
6.71 ,14.68 
1.66 ,0.10 
15.99 ,5.85 
6.29 ,6.70 
13.26 ,2.03 
12.99 ,19.70 
10.64 ,9.30 
16.76 ,1.42 
11.86 ,16.96 
0.37 ,9.37 
17.00 ,15.62 
17.05 ,10.53 
13.19 ,2.46 
14.44 ,3.95 
19.34 ,17.50 
7.07 ,14.52 
9.20 ,6.96 
18.72 ,11.65 
17.11 ,15.75 
14.73 ,2.49 
10.81 ,2.37 
18.64 ,19.10 
16.76 ,4.24 
3.32 ,19.34 
5.97 ,5.68 
16.82 ,0.77 
0.77 ,12.14 
14.92 ,2.50 
13.91 ,0.37 
5.70 ,12.47 
17.53 ,9.01 
17.02 ,9.75 
16.27 ,17.97 
16.73 ,14.78 
0.22 ,1.91 
15.00 ,2.20 
1.33 ,9.04 
3.47 ,10.46 
15.01 ,2.55 
15.24 ,4.77 
2.43 ,3.93 
6.33 ,17.66 
4.19 ,19.65 
16.70 ,12.64 
9.39 ,8.30 
4.29 ,6.04 
2.20 ,7.15 
13.03 ,3.68 
6.86 ,1.36 
18.39 ,13.78 
15.45 ,9.05 
9.17 ,17.46 
5.85 ,11.39 
16.21 ,4.00 
13.99 ,14.42 
11.51 ,5.65 
13.34 ,1.13 
10.31 ,9.95 
9.83 ,2.14 
5.63 ,4.79 
3.37 ,1.54 
1.22 ,13.49 
16.78 ,16.41 
5.75 ,12.40 
12.97 ,11.85 
10.38 ,17.61 
17.82 ,19.78 
1.63 ,9.14 
2.98 ,9.48 
4.57 ,18.77 
16.09 ,18.51 
10.35 ,7.03 
2.70 ,3.55 
16.74 ,9.40 
8.54 ,18.82 
7.90 ,4.30 
11.29 ,8.20 
6.33 ,1.25 
3.46 ,0.88 
5.55 ,11.80 
5.49 ,18.79 
3.67 ,18.40 
14.91 ,3.47 
8.91 ,5.57 
12.91 ,11.97 
4.29 ,6.10 
10.12 ,5.65 
8.44 ,17.65 
4.43 ,13.75 
18.03 ,2.88 
3.47 ,0.78 
4.64 ,14.02 
3.29 ,15.42 
17.92 ,16.31 
19.25 ,15.83 
7.64 ,15.45 
12.13 ,19.54 
8.76 ,18.51 
0.23 ,19.89 
19.18 ,1.57 
10.91 ,11.79 
2.12 ,9.36 
8.37 ,0.59 
8.45 ,15.09 
16.11 ,16.12 
6.17 ,11.10 
4.39 ,19.68 
17.97 ,6.84 
19.61 ,16.79 
6.99 ,19.62 
3.86 ,6.04 
10.26 ,4.10 
7.62 ,17.76 
15.33 ,15.15 
17.13 ,19.41 
8.62 ,19.14 
9.88 ,19.04 
15.27 ,1.50 
11.86 ,10.31 
14.69 ,2.90 
11.81 ,1.58 
